"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","38104","Validate get started page is loaded","chromium","Sat Jan 25 17:59:15 GMT 2025","failed","Sat Jan 25 17:59:53 GMT 2025","","TC_01_open_playwright.spec.ts","",""
